ensembl,FC,padj,gene
ENSG00000183087.15,7.633007584,2.28E-06,GAS6
ENSG00000162975.5,7.634742958,2.21E-06,KCNF1
ENSG00000126353.3,7.634742958,2.21E-06,CCR7
ENSG00000022355.18,7.635893173,2.20E-06,GABRA1
ENSG00000177464.5,7.636468725,2.20E-06,GPR4
ENSG00000073756.12,7.638206742,2.26E-06,PTGS2
ENSG00000183036.11,7.658198176,2.00E-06,PCP4
ENSG00000156414.19,7.660552442,5.58E-83,TDRD9
ENSG00000081052.12,7.675671395,1.96E-06,COL4A4
ENSG00000267909.3,7.676241836,1.92E-06,CCDC177
ENSG00000204478.9,7.676808101,1.89E-06,PRAMEF20
ENSG00000011201.12,7.677371127,1.86E-06,ANOS1
ENSG00000187134.14,7.679605636,1.82E-06,AKR1C1
ENSG00000180644.8,7.679605636,1.82E-06,PRF1
ENSG00000050628.20,7.693323779,5.65E-07,PTGER3
ENSG00000258433.2,7.702351931,1.68E-06,AC087633.1
ENSG00000163083.6,7.718768609,1.59E-06,INHBB
ENSG00000171236.10,7.756787133,1.55E-06,LRG1
ENSG00000142606.16,7.760610833,1.30E-06,MMEL1
ENSG00000165194.15,7.762721668,1.26E-06,PCDH19
ENSG00000143382.14,7.762721668,1.26E-06,ADAMTSL4
ENSG00000167244.21,7.764530962,2.96E-31,IGF2
ENSG00000170454.6,7.764829632,1.28E-06,KRT75
ENSG00000268922.1,7.783680479,1.15E-06,AC012616.1
ENSG00000162552.15,7.799174201,3.69E-07,WNT4
ENSG00000115705.21,7.799722516,3.68E-07,TPO
ENSG00000183317.17,7.806879163,3.58E-07,EPHA10
ENSG00000233136.2,7.82319438,9.67E-07,USP17L11
ENSG00000274286.2,7.856687008,9.15E-07,ADRA2B
ENSG00000236453.5,7.861654816,8.15E-07,AC003092.1
ENSG00000168546.11,7.875858022,8.29E-07,GFRA2
ENSG00000172061.8,7.880265207,7.49E-07,LRRC15
ENSG00000130768.15,7.888872772,1.42E-13,SMPDL3B
ENSG00000189143.9,7.900074595,6.96E-07,CLDN4
ENSG00000115353.11,7.900074595,6.96E-07,TACR1
ENSG00000075618.18,7.921785912,3.08E-89,FSCN1
ENSG00000101098.12,7.930303909,3.00E-45,RIMS4
ENSG00000125378.16,7.933767065,5.93E-07,BMP4
ENSG00000101438.4,7.936096177,5.88E-07,SLC32A1
ENSG00000164128.7,7.936563612,5.91E-07,NPY1R
ENSG00000111432.4,7.936563612,5.91E-07,FZD10
ENSG00000279117.1,7.937504311,6.02E-07,AP001972.5
ENSG00000237596.7,7.940901439,6.94E-07,AL138828.1
ENSG00000182870.13,7.954699158,5.47E-07,GALNT9
ENSG00000068615.18,7.965663069,3.25E-20,REEP1
ENSG00000107147.13,7.969880579,5.02E-07,KCNT1
ENSG00000132975.8,7.969880579,5.02E-07,GPR12
ENSG00000230045.4,7.969880579,5.02E-07,FAM90A15P
ENSG00000176020.9,7.990301479,4.71E-07,AMIGO3
ENSG00000001617.12,7.992269689,2.20E-20,SEMA3F
ENSG00000215246.5,8.003779014,4.35E-07,AC116351.1
ENSG00000121454.6,8.009141029,4.57E-07,LHX4
ENSG00000007516.13,8.013450042,1.57E-78,BAIAP3
ENSG00000135638.14,8.022408286,3.95E-07,EMX1
ENSG00000128567.17,8.032691808,6.78E-118,PODXL
ENSG00000164076.17,8.053493174,1.32E-07,CAMKV
ENSG00000173406.15,8.054682408,3.45E-07,DAB1
ENSG00000122133.17,8.055527836,1.36E-07,PAEP
ENSG00000121361.5,8.057248671,3.42E-07,KCNJ8
ENSG00000178597.7,8.057248671,3.42E-07,PSAPL1
ENSG00000181449.4,8.069691162,3.34E-07,SOX2
ENSG00000120885.22,8.071385197,2.07E-99,CLU
ENSG00000156687.11,8.073089573,3.16E-07,UNC5D
ENSG00000116014.10,8.087086537,3.00E-07,KISS1R
ENSG00000142611.17,8.090013827,2.95E-07,PRDM16
ENSG00000172236.17,8.10090145,3.04E-07,TPSAB1
ENSG00000142910.16,8.10260607,1.41E-27,TINAGL1
ENSG00000105605.7,8.103019311,2.81E-07,CACNG7
ENSG00000206172.8,8.106744586,2.77E-07,HBA1
ENSG00000146904.9,8.121234027,2.54E-07,EPHA1
ENSG00000128242.13,8.132704727,2.63E-07,GAL3ST1
ENSG00000223573.7,8.141872385,9.09E-08,TINCR
ENSG00000127824.14,8.142861194,9.12E-08,TUBA4A
ENSG00000120088.14,8.151795753,2.21E-07,CRHR1
ENSG00000078549.14,8.152194653,2.20E-07,ADCYAP1R1
ENSG00000198286.9,8.166243071,2.09E-07,CARD11
ENSG00000162490.7,8.167824014,2.05E-07,DRAXIN
ENSG00000132938.20,8.170262672,8.08E-08,MTUS2
ENSG00000100346.18,8.171427811,2.21E-07,CACNA1I
ENSG00000166920.12,8.183285835,1.91E-07,C15orf48
ENSG00000184613.10,8.187417452,1.22E-14,NELL2
ENSG00000162426.14,8.198970526,1.79E-07,SLC45A1
ENSG00000156466.10,8.213338762,1.67E-07,GDF6
ENSG00000105641.4,8.214874266,1.70E-07,SLC5A5
ENSG00000167772.12,8.224894347,1.66E-07,ANGPTL4
ENSG00000205176.3,8.229081144,1.57E-07,REXO1L1P
ENSG00000104267.10,8.235289337,6.21E-08,CA2
ENSG00000186642.16,8.242870557,5.37E-56,PDE2A
ENSG00000102195.10,8.246560881,5.90E-08,GPR50
ENSG00000152661.9,8.247756713,5.88E-08,GJA1
ENSG00000253958.2,8.255979195,1.38E-07,CLDN23
ENSG00000184985.16,8.270896258,1.28E-07,SORCS2
ENSG00000197872.11,8.276814864,8.58E-29,FAM49A
ENSG00000149527.18,8.286386207,1.20E-07,PLCH2
ENSG00000183454.17,8.287483127,1.22E-07,GRIN2A
ENSG00000187714.7,8.287851974,1.23E-07,SLC18A3
ENSG00000171954.13,8.296659978,4.95E-15,CYP4F22
ENSG00000172969.7,8.298476313,1.14E-07,FRG2C
ENSG00000168398.6,8.325536239,1.01E-07,BDKRB2
ENSG00000180176.14,8.326598934,9.92E-08,TH
ENSG00000136928.7,8.35279501,8.92E-08,GABBR2
ENSG00000165061.15,8.353837149,8.75E-08,ZMAT4
ENSG00000274588.2,8.355565864,8.73E-08,DGKK
ENSG00000171873.8,8.367779298,8.18E-08,ADRA1D
ENSG00000100453.13,8.369840585,8.32E-08,GZMB
ENSG00000151490.14,8.381926841,7.71E-08,PTPRO
ENSG00000095303.17,8.394257723,7.25E-08,PTGS1
ENSG00000215218.4,8.413890843,2.92E-08,UBE2QL1
ENSG00000143195.13,8.417644468,2.87E-08,ILDR2
ENSG00000183578.8,8.433249131,6.05E-08,TNFAIP8L3
ENSG00000198576.4,8.441989858,1.97E-44,ARC
ENSG00000249005.3,8.468653359,5.32E-08,FAM90A4P
ENSG00000162745.10,8.470896322,5.08E-08,OLFML2B
ENSG00000151136.15,8.476989361,2.27E-08,BTBD11
ENSG00000205426.10,8.484070786,4.80E-08,KRT81
ENSG00000221818.9,8.498402124,4.72E-08,EBF2
ENSG00000154928.18,8.516594772,7.72E-16,EPHB1
ENSG00000060709.15,8.521046296,4.06E-08,RIMBP2
ENSG00000243742.5,8.525661055,7.15E-16,RPLP0P2
ENSG00000151468.11,8.543668225,3.62E-08,CCDC3
ENSG00000166670.10,8.546721975,3.80E-08,MMP10
ENSG00000145506.14,8.549748887,5.83E-16,NKD2
ENSG00000070182.21,8.619512576,3.21E-16,SPTB
ENSG00000152969.20,8.622311047,2.57E-08,JAKMIP1
ENSG00000118971.8,8.626616556,2.57E-08,CCND2
ENSG00000258183.6,8.63616581,2.37E-08,LINC02392
ENSG00000176136.6,8.637595168,2.43E-08,MC5R
ENSG00000162711.17,8.647921963,2.27E-08,NLRP3
ENSG00000150054.18,8.6551421,1.04E-08,MPP7
ENSG00000188848.16,8.657625933,2.13E-08,BEND4
ENSG00000170442.12,8.666713056,2.07E-08,KRT86
ENSG00000162458.13,8.667547196,2.04E-08,FBLIM1
ENSG00000177519.4,8.678772879,1.93E-08,RPRM
ENSG00000146555.19,8.690727994,1.83E-08,SDK1
ENSG00000132872.12,8.709516846,1.69E-08,SYT4
ENSG00000124253.11,8.710325662,1.67E-08,PCK1
ENSG00000185352.8,8.711934074,1.66E-08,HS6ST3
ENSG00000055118.15,8.714683709,1.79E-08,KCNH2
ENSG00000060566.14,8.729915467,1.56E-08,CREB3L3
ENSG00000181291.7,8.751872082,1.37E-08,TMEM132E
ENSG00000133135.14,8.753433418,1.36E-08,RNF128
ENSG00000124731.13,8.797852633,5.70E-09,TREM1
ENSG00000167105.8,8.81327683,1.02E-08,TMEM92
ENSG00000239620.2,8.822931342,9.75E-09,PRR20G
ENSG00000105409.19,8.836006096,2.01E-06,ATP1A3
ENSG00000075429.8,8.840827882,9.00E-09,CACNG5
ENSG00000171431.4,8.841317267,8.93E-09,KRT20
ENSG00000204882.4,8.850300344,8.62E-09,GPR20
ENSG00000133169.6,8.850786926,8.55E-09,BEX1
ENSG00000110076.18,8.851878036,4.44E-25,NRXN2
ENSG00000122254.7,8.866614284,3.83E-17,HS3ST2
ENSG00000116254.18,8.871216388,7.79E-09,CHD5
ENSG00000283740.1,8.872917734,8.08E-09,TAF11L11
ENSG00000283537.2,8.873165691,8.15E-09,AC073264.3
ENSG00000107295.10,8.880800429,3.35E-17,SH3GL2
ENSG00000272398.6,8.884464995,1.90E-57,CD24
ENSG00000100368.14,8.899808545,6.86E-09,CSF2RB
ENSG00000095752.7,8.901222064,2.42E-25,IL11
ENSG00000139364.10,8.914749246,3.32E-09,TMEM132B
ENSG00000113494.17,8.916085374,6.27E-09,PRLR
ENSG00000136689.18,8.942209359,5.64E-09,IL1RN
ENSG00000184828.10,8.950110435,5.62E-09,ZBTB7C
ENSG00000105289.15,8.952545373,1.81E-17,TJP3
ENSG00000104435.13,8.9627431,5.05E-09,STMN2
ENSG00000171435.14,8.971450085,4.83E-09,KSR2
ENSG00000103522.16,8.986684454,2.41E-09,IL21R
ENSG00000125845.7,9.009351382,2.17E-09,BMP2
ENSG00000214456.8,9.029908028,3.65E-09,PLIN5
ENSG00000164690.8,9.038858278,3.48E-09,SHH
ENSG00000175084.12,9.115005821,2.51E-09,DES
ENSG00000064300.9,9.122290867,7.38E-180,NGFR
ENSG00000102678.7,9.151212997,2.04E-09,FGF9
ENSG00000204287.14,9.159052765,1.96E-09,HLA-DRA
ENSG00000007264.15,9.167430361,1.87E-09,MATK
ENSG00000261655.1,9.17120218,2.08E-09,AC100803.3
ENSG00000100060.18,9.175182022,1.80E-09,MFNG
ENSG00000160282.14,9.198568558,1.62E-09,FTCD
ENSG00000100311.17,9.198568558,1.62E-09,PDGFB
ENSG00000160179.18,9.206344243,1.56E-09,ABCG1
ENSG00000158258.16,9.229053632,1.41E-09,CLSTN2
ENSG00000130294.16,9.270769281,2.66E-36,KIF1A
ENSG00000263155.6,9.27811676,1.09E-09,MYZAP
ENSG00000145864.12,9.283319803,1.10E-09,GABRB2
ENSG00000197253.13,9.321193299,8.91E-10,TPSB2
ENSG00000277586.2,9.339950185,8.13E-10,NEFL
ENSG00000104722.14,9.379405319,6.83E-10,NEFM
ENSG00000118160.14,9.393764168,6.22E-10,SLC8A2
ENSG00000244791.3,9.478423598,4.16E-10,AC087667.1
ENSG00000130287.14,9.561664706,2.72E-10,NCAN
ENSG00000067715.14,9.572576075,2.57E-10,SYT1
ENSG00000164794.9,9.582816143,2.51E-10,KCNV1
ENSG00000203783.5,9.583835473,2.44E-10,PRR9
ENSG00000172716.16,9.595435714,2.30E-10,SLFN11
ENSG00000183186.8,9.603929861,2.31E-10,C2CD4C
ENSG00000254229.2,9.611384514,2.17E-10,FAM90A12P
ENSG00000171487.15,9.625150814,2.00E-10,NLRP5
ENSG00000184792.16,9.630873475,1.26E-10,OSBP2
ENSG00000189001.11,9.634551697,1.23E-10,SBSN
ENSG00000088992.18,9.641890685,1.84E-10,TESC
ENSG00000037280.16,9.660806928,1.72E-10,FLT4
ENSG00000170323.9,9.683019259,9.82E-11,FABP4
ENSG00000197632.9,9.687033575,1.72E-126,SERPINB2
ENSG00000159307.19,9.695438795,1.40E-10,SCUBE1
ENSG00000186832.9,9.709406974,1.33E-10,KRT16
ENSG00000168334.9,9.722406492,3.04E-30,XIRP1
ENSG00000135346.8,9.727550149,1.20E-10,CGA
ENSG00000144339.12,9.749361352,1.17E-10,TMEFF2
ENSG00000106366.8,9.821032043,4.82E-27,SERPINE1
ENSG00000173805.15,9.837570634,4.66E-11,HAP1
ENSG00000169894.18,9.879195696,5.57E-11,MUC3A
ENSG00000137745.12,9.94877788,3.92E-11,MMP13
ENSG00000229292.1,10.00054641,3.01E-11,RFPL4AL1
ENSG00000124302.13,10.01073273,2.89E-11,CHST8
ENSG00000221955.10,10.01918985,1.94E-11,SLC12A8
ENSG00000103089.9,10.05196128,2.31E-11,FA2H
ENSG00000125398.8,10.06809143,2.13E-11,SOX9
ENSG00000074211.14,10.08373902,1.99E-11,PPP2R2C
ENSG00000105825.14,10.23592769,1.70E-33,TFPI2
ENSG00000280165.1,10.33642703,5.43E-12,PCDH20
ENSG00000223638.3,10.37197669,4.49E-12,RFPL4A
ENSG00000285765.1,10.41012364,3.67E-12,AC134684.9
ENSG00000169429.11,10.42717695,5.87E-46,CXCL8
ENSG00000113763.12,10.51341883,2.13E-12,UNC5A
ENSG00000176788.9,10.54842389,1.50E-35,BASP1
ENSG00000172137.19,10.63805187,1.10E-12,CALB2
ENSG00000147027.4,10.90579162,2.64E-13,TMEM47
ENSG00000167037.18,10.92548963,2.37E-13,SGSM1
ENSG00000185291.12,10.94618012,2.12E-13,IL3RA
ENSG00000183018.9,10.9725635,1.84E-13,SPNS2
ENSG00000183682.8,11.06839231,1.09E-13,BMP8A
ENSG00000169116.11,11.09479338,9.43E-14,PARM1
ENSG00000120279.6,11.15329253,6.98E-14,MYCT1
ENSG00000174460.4,11.22947263,4.49E-14,ZCCHC12
ENSG00000143816.8,11.37315058,1.70E-14,WNT9A
ENSG00000215354.9,11.5019959,9.86E-15,FAM90A24P
ENSG00000163220.11,11.72173321,2.87E-15,S100A9
ENSG00000171033.13,11.84896562,1.36E-15,PKIA
ENSG00000167654.18,11.96353053,7.01E-16,ATCAY
ENSG00000159167.12,12.05271138,2.63E-61,STC1
ENSG00000179314.14,12.22722215,1.50E-16,WSCD1
ENSG00000085563.14,12.27730681,1.13E-16,ABCB1
ENSG00000105509.10,13.11364211,6.54E-19,HAS1
ENSG00000196611.5,13.7328382,1.11E-20,MMP1
ENSG00000109321.11,14.11817149,8.44E-22,AREG
ENSG00000146674.15,,,
ENSG00000126803.9,,,
ENSG00000166250.12,,,
ENSG00000142871.17,,,
ENSG00000128283.7,,,
ENSG00000233085.5,,,
ENSG00000259807.2,,,
ENSG00000151702.17,,,
ENSG00000160886.13,,,
ENSG00000131435.13,,,
ENSG00000064763.11,,,
ENSG00000141469.18,,,
ENSG00000061918.13,,,
ENSG00000174640.14,,,
ENSG00000074410.14,,,
ENSG00000141574.8,,,
ENSG00000273238.2,,,
ENSG00000237807.4,,,
ENSG00000197106.7,,,
ENSG00000134202.11,,,
ENSG00000113319.13,,,
ENSG00000132274.16,,,
ENSG00000147041.12,,,
ENSG00000183770.7,,,
ENSG00000023445.14,,,
ENSG00000198074.10,,,
ENSG00000179855.8,,,
ENSG00000164220.7,,,
ENSG00000147655.12,,,
ENSG00000138131.4,,,
ENSG00000155961.5,,,
ENSG00000113749.7,,,
ENSG00000103710.11,,,
ENSG00000261327.5,,,
ENSG00000111186.13,,,
ENSG00000118495.19,,,
ENSG00000120075.5,,,
ENSG00000242147.2,,,
ENSG00000149633.12,,,
ENSG00000135917.15,,,
ENSG00000121690.11,,,
ENSG00000260027.5,,,
ENSG00000106484.16,,,
ENSG00000159899.14,,,
ENSG00000078081.8,,,
ENSG00000169715.15,,,
ENSG00000170006.12,,,
ENSG00000268388.6,,,
ENSG00000176485.11,,,
ENSG00000157150.5,,,
ENSG00000047597.7,,,
ENSG00000215472.10,,,
ENSG00000003096.14,,,
ENSG00000168621.15,,,
ENSG00000164283.13,,,
ENSG00000197646.8,,,
ENSG00000162981.14,,,
ENSG00000259863.1,,,
ENSG00000131634.14,,,
ENSG00000146374.14,,,
ENSG00000101460.13,,,
ENSG00000149781.12,,,
ENSG00000101938.15,,,
ENSG00000230522.5,,,
ENSG00000002746.15,,,
ENSG00000231826.6,,,
ENSG00000164938.14,,,
ENSG00000144115.16,,,
ENSG00000069535.14,,,
ENSG00000125384.7,,,
ENSG00000175567.10,,,
ENSG00000175505.11,,,
ENSG00000263567.1,,,
ENSG00000060982.15,,,
ENSG00000213648.10,,,
ENSG00000184867.14,,,
ENSG00000050165.18,,,
ENSG00000012817.15,,,
ENSG00000242082.2,,,
ENSG00000158220.14,,,
ENSG00000162614.18,,,
ENSG00000180440.4,,,
ENSG00000124249.7,,,
ENSG00000255690.3,,,
ENSG00000164161.10,,,
ENSG00000145945.7,,,
ENSG00000196589.6,,,
ENSG00000287673.1,,,
ENSG00000271334.6,,,
ENSG00000121895.8,,,
ENSG00000196542.8,,,
ENSG00000165621.8,,,
ENSG00000157554.19,,,
ENSG00000013016.16,,,
ENSG00000167157.11,,,
ENSG00000131080.15,,,
ENSG00000175414.7,,,
ENSG00000134259.3,,,
ENSG00000101638.13,,,
ENSG00000111335.12,,,
ENSG00000124212.6,,,
ENSG00000164430.16,,,
ENSG00000104043.14,,,
ENSG00000236345.1,,,
ENSG00000117791.16,,,
ENSG00000170166.6,,,
ENSG00000162639.16,,,
ENSG00000168077.14,,,
ENSG00000072201.14,,,
ENSG00000152463.14,,,
ENSG00000189348.6,,,
ENSG00000273003.1,,,
ENSG00000198574.6,,,
ENSG00000189120.5,,,
ENSG00000154040.20,,,
ENSG00000283183.2,,,
ENSG00000253293.5,,,
ENSG00000164853.9,,,
ENSG00000141431.12,,,
ENSG00000150556.17,,,
ENSG00000182583.12,,,
ENSG00000178498.16,,,
ENSG00000087253.13,,,
ENSG00000157613.11,,,
ENSG00000259040.5,,,
ENSG00000205693.3,,,
ENSG00000117069.15,,,
ENSG00000177272.9,,,
ENSG00000122420.10,,,
ENSG00000273174.1,,,
ENSG00000205236.6,,,
ENSG00000196092.14,,,
ENSG00000143355.16,,,
ENSG00000268812.3,,,
ENSG00000179403.12,,,
ENSG00000205927.5,,,
ENSG00000116962.15,,,
ENSG00000108950.12,,,
ENSG00000231584.8,,,
ENSG00000214273.4,,,
ENSG00000123388.4,,,
ENSG00000166341.8,,,
ENSG00000164512.18,,,
ENSG00000108759.3,,,
ENSG00000135248.15,,,
ENSG00000185436.12,,,
ENSG00000172548.14,,,
ENSG00000187672.13,,,
ENSG00000171587.15,,,
ENSG00000174808.12,,,
ENSG00000281920.1,,,
ENSG00000259977.1,,,
ENSG00000170396.8,,,
ENSG00000243414.5,,,
ENSG00000143867.7,,,
ENSG00000233608.4,,,
ENSG00000182489.9,,,
ENSG00000285982.1,,,
ENSG00000272695.2,,,
ENSG00000229628.1,,,
ENSG00000274049.4,,,
ENSG00000234460.2,,,
ENSG00000144834.14,,,
ENSG00000144908.13,,,
ENSG00000170837.3,,,
ENSG00000144649.9,,,
ENSG00000284952.1,,,
ENSG00000224848.2,,,
ENSG00000175920.18,,,
ENSG00000287171.1,,,
ENSG00000253973.3,,,
ENSG00000178467.18,,,
ENSG00000196664.5,,,
ENSG00000285367.1,,,
ENSG00000265514.2,,,
ENSG00000271021.1,,,
ENSG00000205809.9,,,
ENSG00000151617.17,,,
ENSG00000228740.3,,,
ENSG00000244151.1,,,
ENSG00000259132.1,,,
ENSG00000233695.2,,,
ENSG00000124493.13,,,
ENSG00000172803.18,,,
ENSG00000249201.2,,,
ENSG00000067646.12,,,
ENSG00000236892.2,,,
ENSG00000164796.18,,,
ENSG00000175697.10,,,
ENSG00000139292.13,,,
ENSG00000255920.3,,,
ENSG00000197635.10,,,
ENSG00000235385.2,,,
ENSG00000267257.1,,,
ENSG00000131746.13,,,
ENSG00000019169.10,,,
ENSG00000132437.18,,,
ENSG00000108846.16,,,
ENSG00000127329.15,,,
ENSG00000274818.1,,,
ENSG00000145428.14,,,
ENSG00000250742.4,,,
ENSG00000163915.7,,,
ENSG00000276107.1,,,
ENSG00000206052.11,,,
ENSG00000136244.12,,,
ENSG00000250934.2,,,
ENSG00000271447.6,,,
ENSG00000129354.11,,,
ENSG00000286977.1,,,
ENSG00000241644.2,,,
ENSG00000067048.17,,,
ENSG00000259529.2,,,
ENSG00000117425.14,,,
ENSG00000100968.14,,,
ENSG00000174844.14,,,
ENSG00000232530.1,,,
ENSG00000204335.4,,,
ENSG00000286791.1,,,
ENSG00000168405.17,,,
ENSG00000259706.1,,,
ENSG00000019186.10,,,
ENSG00000148541.13,,,
ENSG00000154175.17,,,
ENSG00000133106.14,,,
ENSG00000273301.1,,,
ENSG00000173267.14,,,
ENSG00000148948.8,,,
ENSG00000283217.1,,,
ENSG00000240350.2,,,
ENSG00000188295.14,,,
ENSG00000235578.1,,,
ENSG00000177096.9,,,
ENSG00000207524.1,,,
ENSG00000233930.4,,,
ENSG00000235974.1,,,
ENSG00000182315.9,,,
ENSG00000183878.15,,,
ENSG00000231605.6,,,
ENSG00000131002.12,,,
ENSG00000267577.1,,,
ENSG00000153923.10,,,
ENSG00000104611.12,,,
ENSG00000185972.6,,,
ENSG00000251144.1,,,
ENSG00000266357.6,,,
ENSG00000163362.11,,,
ENSG00000135373.12,,,
ENSG00000196440.11,,,
ENSG00000177112.8,,,
ENSG00000178462.12,,,
ENSG00000176383.9,,,
ENSG00000187398.12,,,
ENSG00000233321.2,,,
ENSG00000105894.12,,,
ENSG00000136449.15,,,
ENSG00000243347.2,,,
ENSG00000259527.2,,,
ENSG00000212747.5,,,
ENSG00000287712.1,,,
ENSG00000197980.13,,,
ENSG00000272825.1,,,
ENSG00000286966.1,,,
ENSG00000286710.1,,,
ENSG00000238005.4,,,
ENSG00000259663.2,,,
ENSG00000269825.1,,,
ENSG00000138136.6,,,
ENSG00000287721.1,,,
ENSG00000065618.21,,,
ENSG00000099256.19,,,
ENSG00000188001.10,,,
ENSG00000170419.10,,,
ENSG00000254139.1,,,
ENSG00000286949.1,,,
ENSG00000144460.12,,,
ENSG00000168070.12,,,
ENSG00000286012.1,,,
ENSG00000162444.12,,,
ENSG00000188277.10,,,
ENSG00000277829.1,,,
ENSG00000237624.1,,,
ENSG00000249751.4,,,
ENSG00000272894.5,,,
ENSG00000287979.1,,,
ENSG00000134545.13,,,
ENSG00000197332.9,,,
ENSG00000276403.1,,,
ENSG00000221852.5,,,
ENSG00000173391.9,,,
ENSG00000236673.5,,,
ENSG00000197153.4,,,
ENSG00000135973.3,,,
ENSG00000137673.9,,,
ENSG00000286270.2,,,
ENSG00000152076.18,,,
ENSG00000112599.9,,,
ENSG00000100767.16,,,
ENSG00000162367.11,,,
ENSG00000173432.12,,,
ENSG00000232727.2,,,
ENSG00000143001.5,,,
ENSG00000255079.1,,,
ENSG00000256660.6,,,
ENSG00000280283.1,,,
ENSG00000287832.1,,,
ENSG00000183128.7,,,
ENSG00000204455.7,,,
ENSG00000234076.1,,,
ENSG00000255521.2,,,
ENSG00000156463.18,,,
ENSG00000244239.1,,,
ENSG00000244310.2,,,
ENSG00000156925.12,,,
ENSG00000176381.6,,,
ENSG00000144331.20,,,
ENSG00000155511.18,,,
ENSG00000278965.1,,,
ENSG00000248898.2,,,
ENSG00000136275.10,,,
ENSG00000205045.9,,,
ENSG00000002079.14,,,
ENSG00000244694.7,,,
ENSG00000255345.1,,,
ENSG00000128709.13,,,
ENSG00000215262.8,,,
ENSG00000223715.3,,,
ENSG00000236213.2,,,
ENSG00000125531.7,,,
ENSG00000181781.9,,,
ENSG00000287544.1,,,
ENSG00000261409.1,,,
ENSG00000154133.15,,,
ENSG00000166407.14,,,
ENSG00000116981.3,,,
ENSG00000120156.21,,,
ENSG00000171345.13,,,
ENSG00000264334.1,,,
ENSG00000268756.1,,,
ENSG00000182575.7,,,
ENSG00000198771.11,,,
ENSG00000256124.6,,,
ENSG00000111245.15,,,
ENSG00000228897.1,,,
ENSG00000237301.1,,,
ENSG00000286527.1,,,
ENSG00000187140.6,,,
ENSG00000258479.6,,,
ENSG00000261488.1,,,
ENSG00000115297.11,,,
ENSG00000286032.1,,,
ENSG00000288013.1,,,
ENSG00000274879.1,,,
ENSG00000272068.1,,,
ENSG00000243024.6,,,
ENSG00000264026.2,,,
ENSG00000267401.2,,,
ENSG00000150782.12,,,
ENSG00000158525.15,,,
ENSG00000163734.4,,,
ENSG00000227145.2,,,
ENSG00000282499.1,,,
ENSG00000006606.8,,,
ENSG00000132623.16,,,
ENSG00000261253.2,,,
ENSG00000138207.14,,,
ENSG00000255641.1,,,
ENSG00000226125.2,,,
ENSG00000211716.2,,,
ENSG00000164855.16,,,
ENSG00000139445.18,,,
ENSG00000254369.6,,,
ENSG00000214360.5,,,
ENSG00000231233.1,,,
ENSG00000184227.8,,,
ENSG00000227172.2,,,
ENSG00000184809.13,,,
ENSG00000046889.19,,,
ENSG00000196188.11,,,
ENSG00000065325.13,,,
ENSG00000180535.3,,,
ENSG00000135835.12,,,
ENSG00000198692.10,,,
ENSG00000231738.11,,,
ENSG00000248890.2,,,
ENSG00000228630.5,,,
ENSG00000107807.13,,,
ENSG00000172123.12,,,
ENSG00000228624.7,,,
ENSG00000072952.18,,,
ENSG00000249738.10,,,
ENSG00000159961.2,,,
ENSG00000285523.1,,,
ENSG00000150244.12,,,
ENSG00000253535.5,,,
ENSG00000255087.4,,,
ENSG00000285454.1,,,
ENSG00000010310.9,,,
ENSG00000138083.5,,,
ENSG00000007372.23,,,
ENSG00000273415.3,,,
ENSG00000165949.12,,,
ENSG00000132874.14,,,
ENSG00000236819.2,,,
ENSG00000287446.1,,,
ENSG00000280219.1,,,
ENSG00000197935.6,,,
ENSG00000249035.7,,,
ENSG00000272717.1,,,
ENSG00000175946.8,,,
ENSG00000286381.1,,,
ENSG00000116771.6,,,
ENSG00000228430.9,,,
ENSG00000227080.2,,,
ENSG00000274276.4,,,
ENSG00000171872.5,,,
ENSG00000260464.1,,,
ENSG00000264268.1,,,
ENSG00000254614.2,,,
ENSG00000248235.6,,,
ENSG00000181585.6,,,
ENSG00000176222.9,,,
ENSG00000187987.9,,,
ENSG00000198443.6,,,
ENSG00000214851.4,,,
ENSG00000220256.4,,,
ENSG00000227295.2,,,
ENSG00000267016.1,,,
ENSG00000226964.1,,,
ENSG00000234199.3,,,
ENSG00000269925.1,,,
ENSG00000248587.8,,,
ENSG00000258610.1,,,
ENSG00000081923.14,,,
ENSG00000122787.15,,,
ENSG00000099284.14,,,
ENSG00000082556.12,,,
ENSG00000196431.4,,,
ENSG00000205946.1,,,
ENSG00000226919.4,,,
ENSG00000235180.1,,,
ENSG00000249199.2,,,
ENSG00000258873.2,,,
ENSG00000282265.1,,,
ENSG00000240602.7,,,
ENSG00000259182.5,,,
ENSG00000249639.1,,,
ENSG00000276405.1,,,
ENSG00000287937.1,,,
ENSG00000129675.16,,,
ENSG00000230798.5,,,
ENSG00000254703.2,,,
ENSG00000185652.12,,,
ENSG00000286496.1,,,
ENSG00000285130.2,,,
ENSG00000230834.1,,,
ENSG00000280721.1,,,
ENSG00000168930.13,,,
ENSG00000234695.1,,,
ENSG00000286044.1,,,
ENSG00000257732.1,,,
ENSG00000267058.1,,,
ENSG00000164241.13,,,
ENSG00000262904.1,,,
ENSG00000277351.1,,,
ENSG00000283047.1,,,
ENSG00000233143.2,,,
ENSG00000172031.7,,,
ENSG00000008517.16,,,
ENSG00000275186.1,,,
ENSG00000139973.16,,,
ENSG00000222033.1,,,
ENSG00000213088.12,,,
ENSG00000233521.7,,,
ENSG00000186417.14,,,
ENSG00000225062.1,,,
ENSG00000230268.3,,,
